Source,,,,,,,,,Destination,,,,,,,,,Cable Length,Cable Type
Hostname,Hall,Aisle,Rack,Shelf U,Tray,Port,Label,Node Type,Hostname,Hall,Aisle,Rack,Shelf U,Tray,Port,Label,Node Type,,
wh-glx-a03u02,120,A,03,U02,3,1,120A03U02-3-1,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,1,1,120A03U02-1-1,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,4,1,120A03U02-4-1,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,2,1,120A03U02-2-1,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,3,2,120A03U02-3-2,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,1,2,120A03U02-1-2,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,4,2,120A03U02-4-2,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,2,2,120A03U02-2-2,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,3,1,120A03U06-3-1,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,1,1,120A03U06-1-1,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,4,1,120A03U06-4-1,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,2,1,120A03U06-2-1,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,3,2,120A03U06-3-2,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,1,2,120A03U06-1-2,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,4,2,120A03U06-4-2,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,2,2,120A03U06-2-2,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,2,3,120A03U02-2-3,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,1,3,120A03U06-1-3,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,4,3,120A03U02-4-3,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,3,3,120A03U06-3-3,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,2,4,120A03U02-2-4,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,1,4,120A03U06-1-4,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,4,4,120A03U02-4-4,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,3,4,120A03U06-3-4,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,2,5,120A03U02-2-5,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,1,5,120A03U06-1-5,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,4,5,120A03U02-4-5,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,3,5,120A03U06-3-5,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,2,6,120A03U02-2-6,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,1,6,120A03U06-1-6,WH_GALAXY,,
wh-glx-a03u02,120,A,03,U02,4,6,120A03U02-4-6,WH_GALAXY,wh-glx-a03u08,120,A,03,U06,3,6,120A03U06-3-6,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,2,3,120A03U06-2-3,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,1,3,120A03U02-1-3,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,4,3,120A03U06-4-3,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,3,3,120A03U02-3-3,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,2,4,120A03U06-2-4,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,1,4,120A03U02-1-4,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,4,4,120A03U06-4-4,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,3,4,120A03U02-3-4,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,2,5,120A03U06-2-5,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,1,5,120A03U02-1-5,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,4,5,120A03U06-4-5,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,3,5,120A03U02-3-5,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,2,6,120A03U06-2-6,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,1,6,120A03U02-1-6,WH_GALAXY,,
wh-glx-a03u08,120,A,03,U06,4,6,120A03U06-4-6,WH_GALAXY,wh-glx-a03u02,120,A,03,U02,3,6,120A03U02-3-6,WH_GALAXY,,
