Source,,,,,,,,,Destination,,,,,,,,,Cable Length,Cable Type
Hostname,Hall,Aisle,Rack,Shelf U,Tray,Port,Label,Node Type,Hostname,Hall,Aisle,Rack,Shelf U,Tray,Port,Label,Node Type,,
bh-glx-1,NA,A,00,U01,1,1,NAA00U01-1-1,BH_GALAXY,bh-glx-1,NA,A,00,U01,3,1,NAA00U01-3-1,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,2,1,NAA00U01-2-1,BH_GALAXY,bh-glx-1,NA,A,00,U01,4,1,NAA00U01-4-1,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,1,2,NAA00U01-1-2,BH_GALAXY,bh-glx-1,NA,A,00,U01,3,2,NAA00U01-3-2,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,2,2,NAA00U01-2-2,BH_GALAXY,bh-glx-1,NA,A,00,U01,4,2,NAA00U01-4-2,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,2,3,NAA00U01-2-3,BH_GALAXY,bh-glx-1,NA,A,00,U01,1,3,NAA00U01-1-3,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,4,3,NAA00U01-4-3,BH_GALAXY,bh-glx-1,NA,A,00,U01,3,3,NAA00U01-3-3,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,2,4,NAA00U01-2-4,BH_GALAXY,bh-glx-1,NA,A,00,U01,1,4,NAA00U01-1-4,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,4,4,NAA00U01-4-4,BH_GALAXY,bh-glx-1,NA,A,00,U01,3,4,NAA00U01-3-4,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,2,5,NAA00U01-2-5,BH_GALAXY,bh-glx-1,NA,A,00,U01,1,5,NAA00U01-1-5,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,4,5,NAA00U01-4-5,BH_GALAXY,bh-glx-1,NA,A,00,U01,3,5,NAA00U01-3-5,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,2,6,NAA00U01-2-6,BH_GALAXY,bh-glx-1,NA,A,00,U01,1,6,NAA00U01-1-6,BH_GALAXY,0.5m,400G_AEC
bh-glx-1,NA,A,00,U01,4,6,NAA00U01-4-6,BH_GALAXY,bh-glx-1,NA,A,00,U01,3,6,NAA00U01-3-6,BH_GALAXY,0.5m,400G_AEC
